은행,상품종류,상품이름,조항,조항이름,조항내용
KB_bank,대출,개인정보 안내문,9,집합투자기구(펀드) 자동이체 처리,"집합투자기구(펀드)별 규약에서 정한 판매가격(매입기준가격) 적용일에 입금계좌로 이체합니다.
② 이체지정일에 출금계좌의 지급자금이 이체금액에 미달하는 경우에는 해당월의 자동이체 처리가 불가합니다.
③  단기금융집합투자기구(MMF)가 지급계좌일 경우에는 이체금액을 별도로 신탁계정에 예치하지 않고 이체금액만큼 지급 정지되며, 각각의 집합투자규약에서 정한 매입기
준가격 적용일에 출금하여 입금계좌로 이체합니다."
KB_bank,대출,개인정보 안내문,10,대출계좌 자동이체 처리,"②  이체 지정일에 출금계좌의 출금가능금액이 이체금액에 부족할 경우 약정납입일 전일까지는 부족한 금액이 채워지는 날 이체됩니다. 다만, 약정납입일 부터는 영업시간 마
감 이후 상환방법에 따라 다음과 같이 처리합니다.
1. 일시상환은 출금계좌의 출금가능금액 이내에서 약정이자를 일단위로 이체합니다.
2. 분할상환은 출금계좌의 출금가능금액이 1천원 이상일 경우 할부금을 원단위로 이체합니다.
3. 제1호 및 제2호에도 불구하고 협약대출, 정책자금, 파생연계상품 등은 제2조 본문에 따라 처리합니다.
③ 납부할 할부금의 일부 금액이 이체되는 경우 연체기준일은 변경되지 않습니다."
KB_bank,대출,개인정보 안내문,12,계좌이동서비스,"② 은행은 자동이체 통합관리시스템(www.payinfo.or.kr)에 자동이체 등록정보를 제공하여 조회 및 해지, 출금계좌 변경신청이 가능하도록 합니다.
③ 거래처는 은행 지점, 인터넷뱅킹(모바일뱅킹 포함), 자동이체 통합관리시스템(www.payinfo.or.kr)에서 계좌이동서비스를 신청할 수 있습니다.
④  거래처가 은행 지점, 인터넷뱅킹(모바일뱅킹 포함), 자동이체 통합관리시스템(www.payinfo.or.kr)에서 자동이체출금계좌를 당행계좌로 변경 신청할 경우 타은행 출금
계좌에 등록되어 있는 자동이체 해지 후, 당행 출금계좌로 신규 등록됩니다."
KB_bank,대출,대출거래약정서,13,약관의 변경,"②  제1항의 변경내용이 거래처에게 불리한 경우 은행은 이를 서면, 전자우편 중 사전에 합의한 하나의 방법으로 변경 시행 전 최소 1개월 전까지 개별 통지하며, 사전에 합의한
방법이 없는 경우 은행에 신고된 주소 또는 전자우편주소로 개별 통지합니다. 다만, 기존 거래처에게 변경 전 내용이 그대로 적용되는 경우 또는 거래처가 변경내용에 대한
통지를 받지 아니하겠다는 의사를 명시적으로 표시한 경우에는 그러하지 않습니다. 거래처는 은행에 신고한 주소 및 전자우편주소 변경시 즉시 은행에 변경 신고하여야 하
며, 변경 신고하지 아니함으로 인하여 통지를 받지 못한 경우 은행은 이에 대한 책임을 지지 않습니다.
③  은행은 제2항의 통지를 할 경우 “거래처가 변경에 동의하지 아니한 경우 통지를 받은 날로부터 1개월 이내에 서면으로 계약을 해지할 수 있으며, 계약해지의 의사표시를 하
지 아니한 경우에는 변경에 동의한 것으로 본다.” 라는 취지의 내용을 통지하여야 합니다.
④ 거래처가 제2항 및 제3항의 통지를 받은날로부터 1개월 이내에 계약해지의 의사표시를 하지 아니한 경우에는 변경에 동의한 것으로 봅니다.
⑤ 은행은 약관을 영업점에 비치 또는 게시하여 거래처가 요구할 경우 이를 교부하여야 합니다."
KB_bank,대출,대출거래약정서,14,준용,"② 이 약관과 전자금융거래 기본약관에 정하지 아니한 사항은 예금거래기본약관, 입출금이자유로운예금약관, 관련예금 및 신탁약관을 준용합니다."
KB_bank,대출,대출거래약정서,1,"금융서비스	이용	범위","고객의 개인(신용)정보는 고객이 동의한 목적을 위하여만 수집·이용·제공됩니다. 필수적 정보에 대한 수집·이용·제공은 계약
의 체결 및 이행을 위하여 필수적이므로, 위 사항에 동의하셔야만 금융거래 관계의 설정 및 유지가 가능합니다. 반면 선택적 정보
에 대한 수집·이용·제공에 대하여는 거부하실 수 있으며, 다만 동의하지 않으실 경우 금융거래 조건 등에 불이익을 받으실 수
있습니다."
KB_bank,대출,대출거래약정서,2,"고객	개인(신용)정보의	제공	및	마케팅	활용	중단	신청","가.  고객은 가입신청 시 동의한 본인 개인(신용)정보의 제3자 제공 또는 귀행의 금융상품(서비스) 소개 등 영업목적의 사용에
대하여 전체 또는 사안별로 당행에 제공·활용을 중단시킬 수 있습니다.(개인정보 보호법 제37조, 신용정보의 이용 및 보호
에 관한 법률 제37조)
주)  다만 ① 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피한 경우, ② 다른 사람의 생명·신체를 해할
우려가 있거나 다른 사람의 재산과 그 밖의 이익을 부당하게 침해할 우려가 있는 경우, ③ 개인(신용)정보를 처리하지 아니
하면 정보주체와 약정한 서비스를 제공하지 못하는 등 계약의 이행이 곤란한 경우로서 정보주체가 그 계약의 해지 의사를
명확하게 밝히지 아니한 경우에는 제공·활용 중단 신청이 거절될 수 있습니다.
주)  신용정보집중기관 또는 신용조회회사에 제공하여 개인의 신용도를 평가하기 위한 목적으로 행한 신용정보의 제공 동의는
철회할 수 없습니다. (신용정보의 이용 및 보호에 관한 법률 제37조 제1항 단서)
나. 본인 개인(신용)정보의 제공 및 마케팅 활용 중단을 원하시는 고객은 아래의 매체를 통하여 신청하여 주시기 바랍니다.
신청방법 ■
·인터넷접수 : www.kbstar.com
·전화접수 : 당행 콜센터 1588-9999, 국민카드 고객센터 1588-1688
·서면접수 : 당행 전 영업점
다.  위의 신청과 관련하여 불편함을 느끼시거나 애로가 있으신 경우 당행의 신용정보관리·보호인/개인정보 보호책임자 또는
전국은행연합회(민원상담실), 금융감독원(금융민원실) 앞으로 연락하여 주시기 바랍니다.
연락처 ■
·당행 개인정보 보호책임자 및 신용정보관리·보호인 연락처 : 정보보호부 02-2073-6745,서울시 영등포구 의사당대로 13
·은행연합회 : 민원상담실 1544-1040, 서울시 중구 명동11길 19(명동 1가)
·금융감독원 : 금융민원실 1332, 서울시 영등포구 여의대로 38"
KB_bank,대출,대출거래약정서,3,"고객	개인(신용)정보의	자기정보결정권","가.  고객은 개인정보 보호법, 신용정보의 이용 및 보호에 관한 법률 및 신용정보업감독규정 등에 따라 아래의 권리가 부여되어
있습니다. 동 권리의 세부내용에 대해서는 당행 홈페이지(www.kbstar.com) 또는 금융감독원 홈페이지(www.fss.or.kr)에
게시되어 있습니다. 동 권리를 행사하고자 하는 고객은 당행 홈페이지(www.kbstar.com) 또는 각 영업점 앞으로 신청하여
주시기 바랍니다.
개인(신용)정보	열람	및	오류	개인(신용)정보의	정정·삭제	요구권	(개인정보	보호법	제35조,	제36조,	신용정보의	이용	및	 ■
보호에	관한	법률	제38조)
-  당행에 본인의 개인(신용)정보에 대한 열람을 요구할 수 있는 권리 및 자신의 개인(신용)정보를 열람한 후 사실과 다르거나
확인할 수 없는 개인(신용)정보에 대하여 정정 또는 삭제를 요구할 수 있는 권리
개인신용정보	이용·제공사실	통보	요구권	(신용정보의	이용	및	보호에	관한	법률	제35조) ■
-  신용정보회사 등이 본인에 관한 신용정보를 이용·제공한 경우 매1년마다 이용·제공 현황을 통보해줄 것을 “정기통지
신청”을 통해 요구할 수 있는 권리
개인신용정보	삭제요구권(신용정보의	이용	및	보호에	관한	법률	제38조의3) ■
-  당행과의 금융거래 종료 후 법령에서 정한 기간이 경과 시 당행이 보유한 본인 정보의 파기를 요구할 수 있는 권리
개인신용정보	이용	및	제공	사실	조회	요청권(신용정보의	이용	및	보호에	관한	법률	제35조)	■
-  금융회사가 내부경영관리의 목적으로 이용하거나 반복적인 업무위탁을 위해 제공하는 경우 등을 제외하고 개인신용정보
를 이용하거나 제공중인 현황을 확인할 수 있는 권리
연락중지	청구권(신용정보의	이용	및	보호에	관한	법률	제37조	제2항)	■
-  원치 않는 마케팅 목적의 연락(휴대폰 전화 또는 문자메세지)을 거부할 수 있는 권리
나.  고객은 본인 개인(신용)정보를 개인신용평가회사(마이크레딧, 크레딧뱅크, 사이렌24, 올크레딧 등)를 통하여 연간 일정 범위
내에서 확인할 수 있습니다. 자세한 사항은 각 개인신용평가회사에 문의하시기 바랍니다.
·마이크레딧 : 02) 1588-2486, www.mycredit.co.kr
·크레딧뱅크 : 02) 3771-1004, www.creditbank.co.kr
·사이렌24 : 02) 1577-1006, www.siren24.com
·올크레딧 : 02) 708-1000, www.allcredit.co.kr"
KB_bank,대출,대출거래약정서,4,"개인(신용)정보	유출시	피해보상","당행의 고의 또는 과실 등 귀책사유로 인한 개인(신용)정보 유출로 고객님에게 발생한 손해에 대해 관계 법령 등에 따라 보상 받으실
수 있습니다."
KB_bank,대출,대출거래약정서,전문,,"은 행 용본 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다.
은행은 본인에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래기본약관(가계용)과 이 약정서의 사본을 교부하여야 합니다.
대출거래약정서(Ⅰ) (가계용)
(작성일자 : 20        .         .         )
1.  본인은 주식회사 국민은행(이하 “은행”)과 아래의 조건에 따라 대출거래를 함에 있어 은행여신거래기본약관(가계용) 및 이 약정서 사본을 확실히 수령하고, 주요 내용에 대하여
충분한 설명을 듣고 이해하였습니다.
2.  본인은 개인(신용)정보 조회·수집·이용·제공 동의서를 이해하고 동의하며, 개인(신용)정보 수집·이용·제공에 대한 고객권리안내문에 관해 자세히 설명 듣고 수령하였습니다.
3.  변동금리대출은 대출기간 중 대출이자율이 인상될 수 있으며, 이에 따라 재무적 부담이 증가될 수 있다는 내용에 대하여 충분한 설명을 듣고 이해하였습니다.
주    소"
KB_bank,대출,대출거래약정서,1,거래조건 ," (거래방식이 수 개로 되어 있는 경우 은행 직원의 설명을 듣고 해당되는 “” 내에 “∨” 표시합니다.)※ 은행영업시간 마감이후 자동화기기 또는 전자금융매체를 통한 계좌입금분은 당일 중 상환으로 처리되지 않을 수 있음을 유의하시기 바랍니다.
※ 대출기간 만료일이 토요일 또는 공휴일인 경우 그 만료일은 토요일 또는 공휴일로 하되, 상환기일은 은행의 다음영업일로 이연되며, 이연기간의 이자는 약정이자로 부담하기로 합니다."
KB_bank,대출,대출거래약정서,2,대출금 수령계좌 지정·수령위임 표시제3조 기타 특약사항,"계좌번호 :
대출금수령계좌
예금주 :(서명 또는 인)
위임자(채무자)(서명 또는 인)
※ 특약내용을 본란에 기재하기 어려울 경우 약정서 후면의 별도 기재란을 이용하시기 바람E009–206(210×297) NCR지 (2021. 03 개정) K11"
